year,age,sex,source,historic,central,upper,lower
2044,10,male,Our Projections,,70.3933685798427,76.1334495763668,65.6516883131355
2044,15,male,Our Projections,,65.4083578832784,71.1386079413619,60.6909045787451
2044,20,male,Our Projections,,60.6014973007955,66.295584315172,55.9186774147117
2044,25,male,Our Projections,,56.197076792118,61.8891367523843,51.4942228983494
2044,30,male,Our Projections,,51.7989567211983,57.4640387487914,47.0946561090284
2044,35,male,Our Projections,,47.420102528796,53.0202170691884,42.7696800415543
2044,40,male,Our Projections,,43.1918225917292,48.6990078137872,38.6306526554422
2044,45,male,Our Projections,,39.0001733354174,44.3724398585508,34.5901261858753
2044,50,male,Our Projections,,34.7621281895097,40.0362860917889,30.4591420630397
2044,55,male,Our Projections,,30.7635450006586,35.9124890483717,26.6032442221619
2044,60,male,Our Projections,,27.0321189259374,32.0870738008747,22.9703979337949
2044,65,male,Our Projections,,23.4021091851949,28.3047792018076,19.5138295112463
2044,70,male,Our Projections,,19.9546489826426,24.6927346225371,16.2556382505248
2044,75,male,Our Projections,,16.7705910252459,21.2589337312197,13.3722178822619
2044,80,male,Our Projections,,14.1071442779987,18.4888138902249,10.828077839094
2044,85,male,Our Projections,,12.0537185792451,16.2744531508597,8.95023185025973
2045,0,male,Our Projections,,80.2926632956877,86.4008142584885,74.4355733539521
2045,1,male,Our Projections,,79.5163528771786,85.4543870526107,74.3684137324412
2045,5,male,Our Projections,,75.530411666317,81.4552256321461,70.6012022752382
2045,10,male,Our Projections,,70.5443312913525,76.4568057637443,65.6905566604769
2045,15,male,Our Projections,,65.5586687748683,71.4619864702564,60.7291435642051
2045,20,male,Our Projections,,60.750965316155,66.6176131510565,55.9570055294369
2045,25,male,Our Projections,,56.3473693472403,62.2121421239615,51.5333673364464
2045,30,male,Our Projections,,51.9491365496877,57.7864029597509,47.1341232221884
2045,35,male,Our Projections,,47.568904414587,53.3399746480014,42.8086036800741
2045,40,male,Our Projections,,43.3385830045365,49.0147780392626,38.6688176360278
2045,45,male,Our Projections,,39.1427802644881,44.6819891146335,34.6277448119546
2045,50,male,Our Projections,,34.9015026918628,40.341970453539,30.4948121479445
2045,55,male,Our Projections,,30.8992817117824,36.2125576965451,26.6377497019528
2045,60,male,Our Projections,,27.1652685102869,32.3826706511672,23.0041461535033
2045,65,male,Our Projections,,23.5304306938288,28.5938235419756,19.5466527844476
2045,70,male,Our Projections,,20.0777587822772,24.9757983504097,16.2866251610075
2045,75,male,Our Projections,,16.8855974851884,21.5317666457299,13.4006690569827
2045,80,male,Our Projections,,14.218544459198,18.7578487806302,10.8543573496897
2045,85,male,Our Projections,,12.1600526982771,16.5348678770472,8.97495908649334
2046,0,male,Our Projections,,80.4568069655666,86.7331723705965,74.4883799982206
2046,1,male,Our Projections,,79.6712537776654,85.7826119377311,74.410446347737
2046,5,male,Our Projections,,75.6837735244674,81.7834537581509,70.6381411024023
2046,10,male,Our Projections,,70.6969862418539,76.7850403791987,65.7261363833126
2046,15,male,Our Projections,,65.7113537285971,71.7902438183295,60.764735585427
2046,20,male,Our Projections,,60.9028107660934,66.9438175495138,55.9914859864285
2046,25,male,Our Projections,,56.5000663635266,62.5393418505969,51.5691812219562
2046,30,male,Our Projections,,52.1023058405834,58.1129622281648,47.1691868867454
2046,35,male,Our Projections,,47.7202053107798,53.6639038171502,42.8435299654295
2046,40,male,Our Projections,,43.4873795158364,49.3346778410572,38.7028980775919
2046,45,male,Our Projections,,39.2878710824998,44.9966012012375,34.6603420718145
2046,50,male,Our Projections,,35.0437945657776,40.6522321981947,30.5268105492513
2046,55,male,Our Projections,,31.0376138029146,36.5171421469542,26.6684572639259
2046,60,male,Our Projections,,27.3010822941889,32.6831342651838,23.0342326238694
2046,65,male,Our Projections,,23.6614896783943,28.8872999964133,19.5744040239129
2046,70,male,Our Projections,,20.2037167499911,25.2611214508717,16.3128287679808
2046,75,male,Our Projections,,17.0039085152605,21.8060857513087,13.423395086873
2046,80,male,Our Projections,,14.3337168095079,19.0299763430382,10.8764798855902
2046,85,male,Our Projections,,12.2704259147849,16.7987638443318,8.99629619802152
2047,0,male,Our Projections,,80.6184992977544,87.0677125474562,74.5600545234976
2047,1,male,Our Projections,,79.8244694602436,86.1138582900899,74.4669882634754
2047,5,male,Our Projections,,75.8362283086436,82.1147033899183,70.6873902238505
2047,10,male,Our Projections,,70.8487313511882,77.1162965761705,65.7733392595583
2047,15,male,Our Projections,,65.8624431928122,72.1207763314133,60.8113099562538
2047,20,male,Our Projections,,61.053051987253,67.2729757822782,56.0381605111456
2047,25,male,Our Projections,,56.6517466481789,62.869508602457,51.6167094961094
2047,30,male,Our Projections,,52.2538902968062,58.4418600458591,47.2170829902322
2047,35,male,Our Projections,,47.8704109579257,53.9907113824141,42.8904616180518
2047,40,male,Our Projections,,43.6350484460869,49.6568572937287,38.7482509682906
2047,45,male,Our Projections,,39.4313366033737,45.312896217512,34.7039654272111
2047,50,male,Our Projections,,35.184398719337,40.9640744466663,30.5692464377652
2047,55,male,Our Projections,,31.1741613008744,36.8231554957803,26.7091261599564
2047,60,male,Our Projections,,27.4349854324996,32.9856535655189,23.0739061927884
2047,65,male,Our Projections,,23.7911150533012,29.1826314204717,19.6117610127171
2047,70,male,Our Projections,,20.3277811124629,25.5504700892949,16.3476925654137
2047,75,male,Our Projections,,17.1197474484027,22.0843586636564,13.4557383864566
2047,80,male,Our Projections,,14.4467790257067,19.3026657376337,10.9086286636305
2047,85,male,Our Projections,,12.3776049915192,17.0660285607841,9.0258326057722
2048,0,male,Our Projections,,80.7838667260329,87.3887248092079,74.5975985671274
2048,1,male,Our Projections,,79.9813353921312,86.4315435681173,74.4981218344504
2048,5,male,Our Projections,,75.9915454695817,82.4323918115375,70.7163708922288
2048,10,male,Our Projections,,71.0040733587278,77.4339912911032,65.8009575558686
2048,15,male,Our Projections,,66.0171273809511,72.4384899397969,60.8389394179228
2048,20,male,Our Projections,,61.2068928656322,67.5892693208778,56.0652671053022
2048,25,male,Our Projections,,56.8064602385295,63.1860137173594,51.6451369228837
2048,30,male,Our Projections,,52.4090903649884,58.7581723994686,47.2452566849575
2048,35,male,Our Projections,,48.0242585788693,54.3035908492665,42.9179964052458
2048,40,male,Our Projections,,43.7863904287625,49.9664698856526,38.7757748767173
2048,45,male,Our Projections,,39.5789559775426,45.6168538587149,34.7299655835215
2048,50,male,Our Projections,,35.3292119707541,41.263771176372,30.594594835049
2048,55,male,Our Projections,,31.3153823996703,37.1174955684789,26.7337767654665
2048,60,male,Our Projections,,27.5737347177266,33.2759968391779,23.0972021441569
2048,65,male,Our Projections,,23.9251372940857,29.4662488098476,19.6342612060211
2048,70,male,Our Projections,,20.4567504541843,25.8252320576061,16.3688708752891
2048,75,male,Our Projections,,17.2408564812001,22.3486305968146,13.4750215913487
